url,len_url,len_component,count_digits_component,count_letters_component,ratio_digits_component_url,ratio_letters_component_url,count_dots_url,count_percent_url,count_hash_url,count_ats_url,count_embed_url,use_https,no_of_directories,contains_ip_address,character_continuity_rate_url,shannon_entropy_url
http://serverprovidersalidationactiona1domains01.pages.dev/,59,1,0,0,0,0,2,0,0,0,1,False,1,0,0.03389830508474576,4.1580904059405785
http://bafybeibm5qktbrsqnmgi4wcvszco4nn3ovudpplpxdtpbdgwebyyzywyc4.ipfs.dweb.link/,82,1,0,0,0,0,3,0,0,0,1,False,1,0,0.06097560975609756,4.731939505274818
http://hello-world-floral-credit-99e3.leknotutri.workers.dev/,61,1,0,0,0,0,3,0,0,0,1,False,1,0,0.06557377049180328,4.258388674147397
http://avxbf.blogspot.md/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.943465189601646
http://efbty.blogspot.fi/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.733660689688185
http://sgra.live/wp-admin/css/css/madeinchina/?YWZ0YWJAdWliZ3VsZi5jb20=,71,30,0,24,0,0.3380281690140845,1,0,0,0,1,False,5,0,0.056338028169014086,4.763191176210674
http://yjbwc.blogspot.tw/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.733660689688185
https://aagmaal.tube/-/Schweizeriche/Eidgenossenchaft/R%C3%BCckerstattung/swissadmin/,85,65,1,55,0.011764705882352941,0.6470588235294118,1,2,0,0,1,True,6,0,0.08235294117647059,4.562679573852842
https://aagmaal.tube/-/Schweizeriche/Eidgenossenchaft/R%C3%BCckerstattung/swissadmin/sms.php,92,72,1,61,0.010869565217391304,0.6630434782608695,2,2,0,0,1,True,6,0,0.07608695652173914,4.578260631800986
https://aagmaal.tube/-/Schweizeriche/Eidgenossenchaft/R%C3%BCckerstattung/swissadmin/pin.php,92,72,1,61,0.010869565217391304,0.6630434782608695,2,2,0,0,1,True,6,0,0.07608695652173914,4.587802377002916
https://aagmaal.tube/-/Schweizeriche/Eidgenossenchaft/R%C3%BCckerstattung/swissadmin/sms2.php,93,73,2,61,0.021505376344086023,0.6559139784946236,2,2,0,0,1,True,6,0,0.07526881720430108,4.614774705392391
http://04320e.com/,18,1,0,0,0,0,1,0,0,0,1,False,1,0,0.1111111111111111,3.68354236243323
http://e8hbh.shop/,18,1,0,0,0,0,1,0,0,0,1,False,1,0,0.1111111111111111,3.2390979179887864
http://support-coinbase-0x.com/,31,1,0,0,0,0,1,0,0,0,1,False,1,0,0.0967741935483871,4.147114052043201
http://netzero-webmail-108621.weeblysite.com/,45,1,0,0,0,0,2,0,0,0,1,False,1,0,0.06666666666666667,4.463749485074332
http://rcube000006.firebaseapp.com/,35,1,0,0,0,0,2,0,0,0,1,False,1,0,0.11428571428571428,4.047160074632759
https://mtfjb.blogspot.am/,26,1,0,0,0,0,2,0,0,0,1,True,1,0,0.07692307692307693,3.748328660365574
https://mftjf.blogspot.md/,26,1,0,0,0,0,2,0,0,0,1,True,1,0,0.07692307692307693,3.7483286603655737
https://mftjf.blogspot.li/,26,1,0,0,0,0,2,0,0,0,1,True,1,0,0.07692307692307693,3.748328660365574
http://5fgfgfgrfgr4g4g.blogspot.pe/,35,1,0,0,0,0,2,0,0,0,1,False,1,0,0.05714285714285714,3.7031073894908615
http://cloudflare-cdn.moli-cdn.workers.dev/,43,1,0,0,0,0,3,0,0,0,1,False,1,0,0.046511627906976744,4.326631905512695
https://windschermen.webite-staging.be/wp-admin/Q6Zjx/made_in_china_log/index.php/,82,44,1,33,0.012195121951219513,0.4024390243902439,3,0,0,0,1,True,5,0,0.024390243902439025,4.4656585554645005
http://jmqrf.blogspot.sg/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.8634651896016465
http://natlbankco.com/,22,1,0,0,0,0,1,0,0,0,1,False,1,0,0.09090909090909091,3.663532754804254
http://standarappdailydemonows.jazel19.workers.dev/,51,1,0,0,0,0,3,0,0,0,1,False,1,0,0.058823529411764705,4.360781165705201
http://metamask-wallett.blogspot.my/,36,1,0,0,0,0,2,0,0,0,1,False,1,0,0.1111111111111111,3.932999306637289
http://6y6s56yhh56y6y656.pages.dev/,35,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08571428571428572,3.6459645323480045
http://wdhgv.blogspot.fi/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.863465189601646
https://pub-239c663e269e419b9af510aae9e6892a.r2.dev/kantuuus.html,65,14,0,12,0,0.18461538461538463,3,0,0,0,1,True,1,0,0.07692307692307693,4.60330887522034
http://xxx.teleggrme.xyz/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.16,3.5932696895151075
http://wwdvr.blogspot.tw/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.12,3.703465189601646
http://jmtyd.blogspot.kr/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.8936606896881845
http://avnet.liflic.in/,23,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08695652173913043,3.6424896731661267
http://ortcoinc.gumbuyis303-540.workers.dev/,44,1,0,0,0,0,3,0,0,0,1,False,1,0,0.045454545454545456,4.600921675209629
https://garriprocessingandproductioninnigeria5.pages.dev/,57,1,0,0,0,0,2,0,0,0,1,True,1,0,0.08771929824561403,4.047826751676067
https://garriprocessingandproductioninnigeria4.pages.dev/,57,1,0,0,0,0,2,0,0,0,1,True,1,0,0.08771929824561403,4.047826751676067
https://officehtmlboxeslavkjnfw8483993977292mndvkvksnsecureschec.pages.dev/,75,1,0,0,0,0,2,0,0,0,1,True,1,0,0.06666666666666667,4.766277564206401
https://mailjihugyfgvbhgfcfgvbhjnhugfcgvbhjpoiuytdrtfyguhijjhdhgvf.pages.dev/,77,1,0,0,0,0,2,0,0,0,1,True,1,0,0.03896103896103896,4.272472988876984
http://htmlmailrestart923095736879kdshfwejfhlkpagesrecievemail999.pages.dev/,76,1,0,0,0,0,2,0,0,0,1,False,1,0,0.039473684210526314,4.583407862601247
http://inshahhahieiuytresdtyuijogyudtrsxdcfgvbhivucfyxdtfytguyiuu.pages.dev/,76,1,0,0,0,0,2,0,0,0,1,False,1,0,0.05263157894736842,4.268171139695192
http://inshaiuytytuiouytdfyguhicmkcgftyguijecygukmjnbhgvcfdxsxdc.pages.dev/,75,1,0,0,0,0,2,0,0,0,1,False,1,0,0.02666666666666667,4.385112944164743
https://ougehesspecaihuyeswev1.pages.dev/,41,1,0,0,0,0,2,0,0,0,1,True,1,0,0.07317073170731707,3.9544840183905126
https://airstyleart.co.uk/ggggg/kemba/kemba.html,48,23,0,19,0,0.3958333333333333,3,0,0,0,1,True,3,0,0.0625,4.0881193458885665
http://fedex-ae.039907418track.info/data/435e866d-5e2d-4a55-97cc-e893bb8dcd89/,78,43,19,17,0.24358974358974358,0.21794871794871795,2,0,0,0,1,False,3,0,0.08974358974358974,4.560049303667826
http://www.tinyurl.com/Kembafastsecure/,39,17,0,15,0,0.38461538461538464,2,0,0,0,1,False,2,0,0.07692307692307693,4.272331064905147
http://www.luizamagalu.com/,27,1,0,0,0,0,2,0,0,0,1,False,1,0,0.1111111111111111,3.85619629821938
http://nwq.shn.mybluehost.me/vbxmoulaaa/371ec8c314eaf7b4b1310e7857cd879e/,73,45,20,22,0.273972602739726,0.3013698630136986,3,0,0,0,1,False,3,0,0.0410958904109589,4.710190744245157
http://nwq.shn.mybluehost.me/vbxmoulaaa/371ec8c314eaf7b4b1310e7857cd879e/cc.php,79,51,20,27,0.25316455696202533,0.34177215189873417,4,0,0,0,1,False,3,0,0.05063291139240506,4.707411964146032
http://nwq.shn.mybluehost.me/vbxmoulaaa/371ec8c314eaf7b4b1310e7857cd879e/sms.php,80,52,20,28,0.25,0.35,4,0,0,0,1,False,3,0,0.0375,4.715634426587138
http://nwq.shn.mybluehost.me/vbxmoulaaa/371ec8c314eaf7b4b1310e7857cd879e/smserror.php,85,57,20,33,0.23529411764705882,0.38823529411764707,4,0,0,0,1,False,3,0,0.047058823529411764,4.760508842979807
http://bantuan-asas.1fti1.com/id/,33,4,0,2,0,0.06060606060606061,2,0,0,0,1,False,2,0,0.06060606060606061,4.014091089055423
http://microsoftsdirect.co.id/,30,1,0,0,0,0,2,0,0,0,1,False,1,0,0.06666666666666667,3.7395722619867224
http://web3-phantom.com/,24,1,0,0,0,0,1,0,0,0,1,False,1,0,0.08333333333333333,3.8553885422075345
http://z.008686.xyz/,20,1,0,0,0,0,2,0,0,0,1,False,1,0,0.15,3.4841837197791885
http://bafybeifoih2kanmxd32u27dqs3r7l6byolhsbdscgcouzfzskcnklvya64.ipfs.dweb.link/,82,1,0,0,0,0,3,0,0,0,1,False,1,0,0.024390243902439025,4.869585315979731
http://cjmayer.com/epsteinostrove.com/office_cookies/main/main.php,66,48,0,41,0,0.6212121212121212,3,0,0,0,1,False,4,0,0.06060606060606061,4.127431908827826
https://fjc.sde.temporary.site/blg/meta/fra.php,47,17,0,13,0,0.2765957446808511,4,0,0,0,1,True,3,0,0.0425531914893617,4.118760267520956
http://random.intermontajesbarrera.com/,39,1,0,0,0,0,2,0,0,0,1,False,1,0,0.07692307692307693,3.9165797064198338
http://m8d5piix3yj.jp.larksuite.com/wiki/Ju0MwCnNKik4fwkjny2jr8XXpAf/,69,34,4,27,0.057971014492753624,0.391304347826087,3,0,0,0,1,False,3,0,0.057971014492753624,4.929045065687527
http://www.informaticaic.cl/asocapec2019/netvigator/bznetviqator/netvigator.php,79,52,4,43,0.05063291139240506,0.5443037974683544,3,0,0,0,1,False,4,0,0.0379746835443038,4.371068052842901
http://r3h6g78hd76kiu78jhweugt74yiweh83mailsonline6t54fg77t.pages.dev/,70,1,0,0,0,0,2,0,0,0,1,False,1,0,0.04285714285714286,4.663520746457426
http://signin-att-1065.square.site/,35,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08571428571428572,4.104302931775616
http://zinzus.pages.dev/,24,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08333333333333333,3.886842188131012
https://home-109144.weeblysite.com/,35,1,0,0,0,0,2,0,0,0,1,True,1,0,0.11428571428571428,4.229003731107052
http://kleinanzeigen.receive29.com/order/UKXlYdxX/,50,16,0,13,0,0.26,2,0,0,0,1,False,3,0,0.04,4.453340441068115
http://bafybeif5dcl3zl4b5gz2wt7zkljcy6whgdcbvvrt5sxg5fp6wnf3dd3zq4.ipfs.cf-ipfs.com/,84,1,0,0,0,0,3,0,0,0,1,False,1,0,0.047619047619047616,4.87683855437224
http://domainvaludetionsystemnameserverstaticstics01.pages.dev/,63,1,0,0,0,0,2,0,0,0,1,False,1,0,0.031746031746031744,4.194128632254458
http://www.inam-gat.com/ppall/Telugu1/,38,15,1,11,0.02631578947368421,0.2894736842105263,2,0,0,0,1,False,3,0,0.13157894736842105,4.1062412506737385
http://0nline.ssiservicefr.click/,33,1,0,0,0,0,2,0,0,0,1,False,1,0,0.09090909090909091,3.92258957364167
http://west.invoicenew.click/info/,34,6,0,4,0,0.11764705882352941,2,0,0,0,1,False,2,0,0.058823529411764705,3.8810054880546376
http://www.tkgroupin.top/ny/,28,4,0,2,0,0.07142857142857142,2,0,0,0,1,False,2,0,0.10714285714285714,3.6820058147602137
http://www.airbnb-rooms9749238523.id-list-5773922.life/rooms/RM553634/,70,16,6,7,0.08571428571428572,0.1,3,0,0,0,1,False,3,0,0.11428571428571428,4.682734717428091
http://www.piccardi-sarl.com/main/fnbo/secure/l0q1n/,52,24,2,17,0.038461538461538464,0.3269230769230769,2,0,0,0,1,False,5,0,0.07692307692307693,4.4037873726560814
http://ld.jgift.top/,20,1,0,0,0,0,2,0,0,0,1,False,1,0,0.1,3.4841837197791885
http://devices-supports-pages-verifys.blogspot.com/2024/03/supports.html,72,22,6,12,0.08333333333333333,0.16666666666666666,3,0,0,0,1,False,3,0,0.05555555555555555,4.438741627635448
http://www.xx551002.com/,24,1,0,0,0,0,2,0,0,0,1,False,1,0,0.25,3.7720552088742005
http://www.starallianceaviation.com/rd/rd/,42,7,0,4,0,0.09523809523809523,2,0,0,0,1,False,3,0,0.09523809523809523,4.0236521024129495
http://www.smartera888.com/,27,1,0,0,0,0,2,0,0,0,1,False,1,0,0.14814814814814814,3.7541634277688813
https://excelliving.com.au/books/newway/440/xyb/andvbmdAc3RlZWxwYXJ0bmVycy5jb20=,80,54,8,40,0.1,0.5,2,0,0,0,1,True,5,0,0.075,5.02123918928347
http://bwdxu.blogspot.lu/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.7834651896016465
http://glossy-mangrove-chasmosaurus.glitch.me/proof.html,56,11,0,9,0,0.16071428571428573,3,0,0,0,1,False,1,0,0.07142857142857142,4.276129815595918
http://megaapps.net.global.prod.fastly.net/files/apps/face-mobile/,66,24,0,19,0,0.2878787878787879,5,0,0,0,1,False,4,0,0.07575757575757576,4.159882052010801
http://stearncommunity.duckdns.org/br-redeemSteamGiftCard=481928385858/,71,37,12,21,0.16901408450704225,0.29577464788732394,2,0,0,0,1,False,2,0,0.056338028169014086,4.771599634547439
http://web12488.cweb06.gamingcontrol.de/fmkaer/,47,8,0,6,0,0.1276595744680851,3,0,0,0,1,False,2,0,0.06382978723404255,4.586295766479193
http://adobview.pages.dev/,26,1,0,0,0,0,2,0,0,0,1,False,1,0,0.07692307692307693,3.8731406795131327
http://hhu.tmw.temporary.site/optionsus/account/signin/,55,26,0,22,0,0.4,3,0,0,0,1,False,4,0,0.07272727272727272,4.032617723208586
http://www.desantisformentera.com/modules/cronjobs/meta/,56,23,0,19,0,0.3392857142857143,2,0,0,0,1,False,4,0,0.05357142857142857,4.175957664266689
http://www.995532.vip/,22,1,0,0,0,0,2,0,0,0,1,False,1,0,0.22727272727272727,3.5726236638951634
http://phemex-com.web.app/,26,1,0,0,0,0,2,0,0,0,1,False,1,0,0.11538461538461539,3.7192945256669785
https://php-blue-parrot-itsmezak9486503.codeanyapp.com/ckkc/info.php,68,14,0,11,0,0.16176470588235295,3,0,0,0,1,True,2,0,0.07352941176470588,4.649603466091261
http://n1hmv.shop/,18,1,0,0,0,0,1,0,0,0,1,False,1,0,0.1111111111111111,3.4193819456463714
https://pub-a721d32626664623b730d861fcd3dc85.r2.dev/cc.html,59,8,0,6,0,0.1016949152542373,3,0,0,0,1,True,1,0,0.06779661016949153,4.509868160214536
http://worker-shrill-sea-2337.drddrsmith.workers.dev/,53,1,0,0,0,0,3,0,0,0,1,False,1,0,0.09433962264150944,4.229318153332622
http://hrtnd.blogspot.is/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.733660689688185
http://5gfhfgegeg3f3f3f3.blogspot.co.za/,40,1,0,0,0,0,3,0,0,0,1,False,1,0,0.05,3.9159573209491736
http://telstra-105908.weeblysite.com/,37,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08108108108108109,4.334736393288403
http://payment.lanavital.com/,29,1,0,0,0,0,2,0,0,0,1,False,1,0,0.06896551724137931,3.7974676329840045
http://mkrrnkekenlogin.gitbook.io/,34,1,0,0,0,0,2,0,0,0,1,False,1,0,0.11764705882352941,3.822181958642873
http://caxwv.blogspot.ug/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.943465189601646
https://novgorod-kontur.ru/aldomain/mailbox/domain/?email=3mail@b.c,67,25,0,21,0,0.31343283582089554,2,0,0,1,1,True,4,0,0.029850746268656716,4.421985042421635
http://hegrf.blogspot.fi/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.7834651896016465
https://metasnmaskens.azurewebsites.net/,40,1,0,0,0,0,2,0,0,0,1,True,1,0,0.05,3.799581770147834
http://tnrjm.blogspot.tw/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.7492750707107123
http://green-union-b1b7.belijilu.workers.dev/,45,1,0,0,0,0,3,0,0,0,1,False,1,0,0.06666666666666667,4.377653863275949
https://awhdkjuytrergfghvfoioruhfslsvnoadiaoiaoiaiaoiwoiwoifhaophp.pages.dev/,77,1,0,0,0,0,2,0,0,0,1,True,1,0,0.025974025974025976,4.213822903881714
http://lod.pages.dev/,21,1,0,0,0,0,2,0,0,0,1,False,1,0,0.09523809523809523,3.6897037321995474
https://jmthv.blogspot.hr/,26,1,0,0,0,0,2,0,0,0,1,True,1,0,0.07692307692307693,3.719294525666979
https://mtfch.blogspot.fi/,26,1,0,0,0,0,2,0,0,0,1,True,1,0,0.07692307692307693,3.7483286603655737
https://mftjk.blogspot.am/,26,1,0,0,0,0,2,0,0,0,1,True,1,0,0.07692307692307693,3.8252517372886508
https://vmhtf.blogspot.ug/,26,1,0,0,0,0,2,0,0,0,1,True,1,0,0.07692307692307693,3.748328660365574
http://bdhtq.blogspot.tw/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.589275070710712
https://sergioglobals.services/track/mail-admin/?email=3mail@b.c,64,18,0,14,0,0.21875,2,0,0,1,1,True,3,0,0.03125,4.373232282211645
http://x-dn4-kget-idx-news.resmi-cominfo.my.id/,47,1,0,0,0,0,3,0,0,0,1,False,1,0,0.0425531914893617,4.3015281497716575
http://nwgdv.blogspot.sn/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.7834651896016465
http://lucky-fire.qulakecy.workers.dev/,39,1,0,0,0,0,3,0,0,0,1,False,1,0,0.05128205128205128,4.3361829878711236
http://att-104420.weeblysite.com/,33,1,0,0,0,0,2,0,0,0,1,False,1,0,0.15151515151515152,4.222593650305007
http://www.gsuplementosgrowthh.shop/,36,1,0,0,0,0,2,0,0,0,1,False,1,0,0.1111111111111111,3.8082708345352594
http://www.growthhsuplementtss.shop/,36,1,0,0,0,0,2,0,0,0,1,False,1,0,0.16666666666666666,3.7499412381433186
http://wjhtq.blogspot.com/,26,1,0,0,0,0,2,0,0,0,1,False,1,0,0.07692307692307693,3.7962176025900556
http://nemak-tech.com/minde/css/sdnfkjdhgkadshcafasuhgd/bjdyskhdufasa/jsfdkgfhsdafghjdsfisgfusdfdagfidhfsdgcuxgcjhdscghdsj/302/seu/am9obi5kZW1hdHRpYUBtdHNpLmNvbQ==,163,142,6,126,0.03680981595092025,0.7730061349693251,1,0,0,0,1,False,8,0,0.024539877300613498,4.70722596568579
https://transcrption4u.weebly.com/,34,1,0,0,0,0,2,0,0,0,1,True,1,0,0.08823529411764706,4.24173085589259
https://www.hmtqb.blogspot.jp/,30,1,0,0,0,0,3,0,0,0,1,True,1,0,0.1,3.739572261986723
http://webcheckerprofilemailenofficemicrosoftpagesandsecurityhttp.pages.dev/,76,1,0,0,0,0,2,0,0,0,1,False,1,0,0.05263157894736842,4.339141297906243
https://docusignview-documentservicetruesucess.webflow.io/,58,1,0,0,0,0,2,0,0,0,1,True,1,0,0.05172413793103448,4.2257217802472775
http://mail-105766.weeblysite.com/,34,1,0,0,0,0,2,0,0,0,1,False,1,0,0.11764705882352941,4.373796296941798
http://id.ours-media.workers.dev/,33,1,0,0,0,0,3,0,0,0,1,False,1,0,0.06060606060606061,4.081532376606414
https://karlacruzm001.wixsite.com/mydr1ve,41,8,1,6,0.024390243902439025,0.14634146341463414,2,0,0,0,1,True,1,0,0.07317073170731707,4.503416638553355
http://bafkreiais25nf5fxwoxzm3u56dsyiqsxlnh6jlkrhojveqhc2o64mdmifa.ipfs.dweb.link/,82,1,0,0,0,0,3,0,0,0,1,False,1,0,0.024390243902439025,4.8827598947779745
https://tanimi5878.wixsite.com/my-site,38,8,0,6,0,0.15789473684210525,2,0,0,0,1,True,1,0,0.05263157894736842,4.103613211986636
http://www.x836596.com/,23,1,0,0,0,0,2,0,0,0,1,False,1,0,0.13043478260869565,3.849223912390625
https://schnaict-tweay-veegs.yolasite.com//,43,2,0,0,0,0,2,0,0,0,2,True,2,0,0.09302325581395349,4.097906255195964
http://jjhtv.blogspot.md/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.12,3.7336606896881848
https://proposalsworked.weebly.com/,35,1,0,0,0,0,2,0,0,0,1,True,1,0,0.08571428571428572,4.071581588126283
http://telstra-108485.weeblysite.com/,37,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08108108108108109,4.334736393288403
http://jmqrf.blogspot.pt/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.783465189601646
http://rngrc.blogspot.no/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.6732696895151076
http://nmhyb.blogspot.md/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.7834651896016465
http://fbcza.blogspot.com/,26,1,0,0,0,0,2,0,0,0,1,False,1,0,0.07692307692307693,3.844106544814538
http://bbvsh.blogspot.ba/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.12,3.5434651896016467
http://ourtime.reicrut-chat.workers.dev/,40,1,0,0,0,0,3,0,0,0,1,False,1,0,0.05,4.053701696057347
http://worker-crimson-wind-9afb.jaxaxok871.workers.dev/,55,1,0,0,0,0,3,0,0,0,1,False,1,0,0.03636363636363636,4.601471477350457
http://bafkreiec6pfwvrwi5nwbt6qcn3j32mr7sp6kygeqsegbfoycsjx62sxgei.ipfs.dweb.link/,82,1,0,0,0,0,3,0,0,0,1,False,1,0,0.024390243902439025,4.78720863912408
http://jmgyn.blogspot.be/,25,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08,3.863465189601646
http://ahinmakdhaway3.pages.dev/,32,1,0,0,0,0,2,0,0,0,1,False,1,0,0.0625,4.027518266288633
http://pub-9246458bd828464797772d11f31409e0.r2.dev/joh.html,59,9,0,7,0,0.11864406779661017,3,0,0,0,1,False,1,0,0.06779661016949153,4.600461007128882
http://bafybeic2kzd7qnexjcl7n2b4ll7qcrz3iyznl4xnthkcw5yztrgjnw6kaq.ipfs.cf-ipfs.com/,84,1,0,0,0,0,3,0,0,0,1,False,1,0,0.03571428571428571,4.902335095444577
http://bafybeihhdt45v75zmiiqxbhi2b3davlxapuwlzeiykezwjvds6grlnm3z4.ipfs.cf-ipfs.com/,84,1,0,0,0,0,3,0,0,0,1,False,1,0,0.047619047619047616,4.949456000444977
http://metamasskluginn.blogspot.mx/,35,1,0,0,0,0,2,0,0,0,1,False,1,0,0.11428571428571428,4.09314980247381
http://ejdgdghskds.weebly.com/,30,1,0,0,0,0,2,0,0,0,1,False,1,0,0.1,4.0980685120588385
https://property.com-admin-check.net/6324549653,47,11,10,0,0.2127659574468085,0,2,0,0,0,1,True,1,0,0.0425531914893617,4.511619702557343
https://cuddly-giggle-giggle.pages.dev/?EgZjaHJvbWUyBggAE%20EUYOTIGCAEQRRg5MgYIAhBFGDsyB%20ggDEEUYOzIGCAQQRRg80gEIMTEzMGowajGoAg_session=3mail@b.c&EgZjaHJvbWUyBggAEEUYOTIGCAEQRRg5MgYIAhBFGDsyBggDEEUYOzIGCAQQRRg80gEIMTEzMGowajGoAg,229,1,0,0,0,0,3,2,0,1,1,True,1,0,0.08296943231441048,5.29383738908901
http://wed-f.quest/,19,1,0,0,0,0,1,0,0,0,1,False,1,0,0.10526315789473684,3.642149881636903
http://metamaskk-logon.yolasite.com/,36,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08333333333333333,4.0514621540398
https://w304diyg.square.site/,29,1,0,0,0,0,2,0,0,0,1,True,1,0,0.06896551724137931,4.159199529386525
https://openseanft754.vercel.app/,33,1,0,0,0,0,2,0,0,0,1,True,1,0,0.09090909090909091,4.028946391954607
http://feceboolk.blogspot.sg/,29,1,0,0,0,0,2,0,0,0,1,False,1,0,0.10344827586206896,3.771437029461126
http://mail-105932.weeblysite.com/,34,1,0,0,0,0,2,0,0,0,1,False,1,0,0.08823529411764706,4.432619826353562
http://nemak-tech.com/minde/css/sdnfkjdhgkadshcafasuhgd/bjdyskhdufasa/jsfdkgfhsdafghjdsfisgfusdfdagfidhfsdgcuxgcjhdscghdsj/974/yho/am9obi5tYW5uaW5nQGZhc3RydWNraW5nLmNvbQ==,171,150,9,131,0.05263157894736842,0.7660818713450293,1,0,0,0,1,False,8,0,0.023391812865497075,4.733525426851858
